protein,X2018_MARCH_5_UWPRQE_HATCHMICRO_01_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_03_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_04_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_05_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_06_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_07_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_08_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_09_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_10_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_11_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_12_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_13_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_14_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_15_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_16_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_17_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_18_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_19_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_20_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_21_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_22_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_23_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_24_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_25_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_26_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_27_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_28_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_29_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_30_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_31_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_32_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_33_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_34_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_35_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_36_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_37_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_38_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_39_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_40_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_41_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_42_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_43_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_44_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_45_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_46_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_47_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_48_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_49_NUMSPECSTOT,protein length,uniprot annotation,blastp e-value
gene_657895|GeneMark.hmm|97_aa|-|67|360,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,97,P41042.2,4.04E-39
gene_660344|GeneMark.hmm|303_aa|-|2|910,0,7,4,7,6,0,9,2,10,8,2,8,2,6,8,6,1,9,4,7,4,1,7,9,8,7,5,0,5,0,4,7,7,0,6,4,3,7,3,5,5,0,6,1,8,11,6,5,303,Q3J1R2.1,1.29E-26
gene_660362|GeneMark.hmm|338_aa|-|281|1297,1,12,4,8,7,2,8,7,13,11,10,11,9,12,12,9,11,11,5,8,14,8,14,13,10,14,13,1,10,2,10,9,7,3,11,5,4,14,9,13,9,2,7,9,15,12,14,13,338,Q52812.1,4.05E-140
gene_660852|GeneMark.hmm|140_aa|+|713|1135,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,1,2,0,0,0,3,0,1,0,0,1,0,0,140,Q40300.1,3.06E-05
gene_662325|GeneMark.hmm|401_aa|-|7077|8282,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,2,1,0,401,NA,NA
gene_66586|GeneMark.hmm|291_aa|+|203|1078,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,291,NA,NA
gene_667264|GeneMark.hmm|137_aa|+|3|416,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,P52011.1,1.62E-57
gene_668212|GeneMark.hmm|80_aa|+|1|243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,80,P0A295.1,3.77E-39
gene_669421|GeneMark.hmm|211_aa|-|1|633,0,3,1,2,1,0,3,0,2,1,0,2,0,0,1,0,0,1,0,1,0,0,0,3,2,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,2,0,0,0,0,1,0,0,211,Q9X4Y1.2,1.29E-11
gene_670577|GeneMark.hmm|499_aa|-|7470|8969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,499,P23883.2,2.03E-155
gene_671516|GeneMark.hmm|417_aa|+|8773|10026,0,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,417,Q5PJK8.1,2.02E-35
gene_676889|GeneMark.hmm|491_aa|-|972|2447,0,12,3,8,7,0,9,6,19,7,7,8,4,8,13,12,6,12,4,8,9,4,10,18,16,7,11,0,5,0,6,5,9,1,9,7,3,9,8,8,11,0,10,5,18,12,8,12,491,P55601.1,5.33E-13
gene_677610|GeneMark.hmm|481_aa|-|1282|2727,0,15,4,12,9,0,8,5,6,6,1,2,1,3,2,2,1,10,4,2,3,3,4,6,11,6,3,1,4,3,11,15,11,2,3,5,4,5,2,2,7,1,11,3,5,9,8,3,481,P33188.1,0
gene_680440|GeneMark.hmm|342_aa|+|1719|2747,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,342,Q8ZML1.1,1.92E-10
gene_682148|GeneMark.hmm|159_aa|-|86|565,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,159,O05389.2,9.10E-46
gene_6851|GeneMark.hmm|339_aa|+|429|1448,0,3,2,2,0,0,3,1,3,1,1,2,1,2,2,1,2,2,1,1,1,1,2,3,2,2,1,0,0,0,1,2,3,0,2,1,2,2,1,2,4,0,0,2,4,2,1,1,339,P0AFM2.1,3.15E-11
gene_688930|GeneMark.hmm|261_aa|-|1|783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,261,Q9AW48.1,5.33E-98
gene_692155|GeneMark.hmm|178_aa|-|3|536,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,178,Q9F9B2.1,2.78E-89
gene_693337|GeneMark.hmm|106_aa|+|3|323,1,2,2,4,1,0,2,2,1,0,1,1,0,0,0,1,0,2,1,1,0,0,0,1,2,1,2,0,1,0,1,5,4,0,1,2,0,0,2,0,1,0,3,1,1,2,1,3,106,P0C1H5.2,3.78E-64
gene_69422|GeneMark.hmm|335_aa|-|1564|2571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,335,NA,NA
gene_69423|GeneMark.hmm|327_aa|-|2578|3561,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,2,0,0,0,327,NA,NA
gene_694324|GeneMark.hmm|82_aa|-|3|248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,82,NA,NA
gene_695848|GeneMark.hmm|372_aa|-|1646|2764,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,372,P0A3S7.1,4.87E-07
gene_696881|GeneMark.hmm|438_aa|+|2|1318,1,4,4,6,6,0,4,4,1,2,0,1,1,0,0,0,0,4,6,3,0,0,0,1,3,1,0,1,3,0,7,6,5,1,1,4,3,1,0,1,5,1,6,1,0,2,1,0,438,Q4FP38.1,0
gene_702636|GeneMark.hmm|371_aa|+|3|1118,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,371,NA,NA
gene_705700|GeneMark.hmm|98_aa|-|511|807,0,4,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,98,NA,NA
gene_708829|GeneMark.hmm|65_aa|+|18206|18403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,65,Q9Z3S6.1,4.71E-22
gene_709591|GeneMark.hmm|175_aa|+|1|528,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,175,O27101.1,8.46E-18
gene_712160|GeneMark.hmm|617_aa|+|9430|11283,0,1,1,2,2,1,2,2,1,1,1,1,0,0,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1,0,1,1,1,1,0,1,1,2,1,0,1,1,1,617,B0RBI1.1,0
gene_713283|GeneMark.hmm|338_aa|-|2040|3056,2,11,4,8,6,3,9,8,14,8,7,9,6,9,9,9,8,10,5,9,9,6,12,15,8,8,9,2,8,2,9,8,7,3,12,5,5,10,6,11,8,3,6,7,12,10,10,10,338,Q52812.1,7.56E-140
gene_716199|GeneMark.hmm|416_aa|-|2153|3403,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,416,NA,NA
gene_716949|GeneMark.hmm|120_aa|-|3|362,0,2,3,2,3,0,3,2,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,0,0,0,3,0,3,3,5,0,0,2,4,0,0,0,5,0,3,0,0,1,0,0,120,B0T335.1,2.51E-50
gene_719223|GeneMark.hmm|554_aa|-|25905|27569,0,7,6,2,0,0,6,2,9,11,1,2,3,2,6,2,3,5,8,6,2,1,6,9,9,10,1,0,1,0,0,3,5,0,2,0,9,5,2,3,8,0,1,1,8,6,12,5,554,Q2LPJ8.1,0
gene_719243|GeneMark.hmm|442_aa|-|53751|55079,0,1,0,0,0,0,1,0,2,1,0,0,0,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,442,P27017.5,4.67E-11
gene_72005|GeneMark.hmm|63_aa|+|37382|37573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,63,Q83RI9.3,7.45E-15
gene_722729|GeneMark.hmm|336_aa|-|24722|25732,0,0,0,2,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,1,1,3,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,336,P34916.4,8.63E-168
gene_722731|GeneMark.hmm|1277_aa|-|26998|30831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,2,0,0,1,2,0,0,0,1,1,0,0,0,1,1,0,1277,B9M6V1.1,0
gene_732609|GeneMark.hmm|404_aa|-|24115|25329,0,7,1,7,2,0,6,1,6,8,5,5,3,6,4,3,6,8,4,2,8,1,3,7,4,8,3,0,3,0,2,5,6,4,3,4,3,9,5,7,6,2,4,3,8,4,7,4,404,NA,NA
gene_737607|GeneMark.hmm|580_aa|-|14063|15805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,580,NA,NA
gene_740442|GeneMark.hmm|215_aa|+|1273|1920,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,215,Q9ZPJ8.1,1.83E-51
gene_740443|GeneMark.hmm|247_aa|+|1967|2710,0,2,1,1,1,0,1,1,2,1,0,1,1,0,0,2,0,0,0,1,0,1,0,3,1,1,0,0,0,1,0,2,2,1,2,0,0,0,0,0,1,0,0,1,1,2,1,1,247,O04161.1,2.10E-41
gene_741679|GeneMark.hmm|153_aa|-|669|1130,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,5,0,4,0,0,1,0,0,153,P12359.1,7.43E-45
gene_742196|GeneMark.hmm|482_aa|+|1|1449,0,3,2,3,1,0,4,1,10,4,1,2,1,3,4,4,0,5,1,6,5,3,5,11,6,3,3,0,4,1,3,5,6,0,4,2,3,9,5,7,5,0,4,5,9,5,7,7,482,NA,NA
gene_745325|GeneMark.hmm|369_aa|-|2328|3437,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,369,P50852.1,5.00E-149
gene_752419|GeneMark.hmm|81_aa|+|288|533,0,2,6,4,2,0,6,5,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,3,0,0,0,6,0,4,5,6,0,0,7,4,0,0,0,5,0,3,0,0,2,0,0,81,B0CB42.1,1.23E-53
gene_752437|GeneMark.hmm|505_aa|-|17305|18822,0,4,9,10,9,0,6,7,0,1,0,0,0,0,0,0,0,10,14,0,0,0,1,0,5,0,0,0,7,0,11,16,14,0,0,7,16,0,0,0,14,0,11,0,0,6,1,0,505,Q8DLP3.1,0
gene_752438|GeneMark.hmm|232_aa|-|18929|19627,0,2,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,3,0,1,4,3,0,0,3,4,0,0,0,2,0,2,0,0,1,0,0,232,NA,NA
gene_752439|GeneMark.hmm|155_aa|-|19655|20122,0,1,3,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,3,2,2,0,0,1,4,0,0,0,2,0,1,0,0,0,0,0,155,Q20EV8.1,2.35E-10
gene_752440|GeneMark.hmm|158_aa|-|20165|20641,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,158,B7T1R9.1,3.55E-16
gene_752450|GeneMark.hmm|490_aa|+|34034|35506,0,11,16,22,17,0,19,14,1,1,0,1,0,0,0,0,0,19,24,0,0,0,0,1,16,1,0,0,12,0,17,17,14,1,1,12,21,1,0,1,17,0,18,1,0,12,1,0,490,Q1KVT0.1,0
gene_752451|GeneMark.hmm|139_aa|+|35520|35939,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,139,O78492.1,1.22E-32
gene_752453|GeneMark.hmm|319_aa|+|36854|37813,0,6,14,11,10,0,6,6,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,4,0,0,0,4,0,5,8,8,0,0,5,13,0,0,0,7,0,7,0,0,4,0,0,319,P51265.1,6.94E-135
gene_752455|GeneMark.hmm|487_aa|+|38505|39968,0,20,32,33,25,3,28,23,0,0,0,0,2,2,0,0,3,24,30,4,6,4,0,0,20,2,0,0,21,3,29,29,29,2,2,23,33,3,4,3,30,3,26,7,0,20,6,0,487,Q6B8P0.1,0
gene_752456|GeneMark.hmm|141_aa|+|40021|40446,0,8,13,12,11,0,12,12,0,1,1,0,1,1,0,0,0,12,13,0,1,0,0,0,11,1,0,0,8,0,11,9,11,1,0,10,9,1,1,1,11,0,9,0,0,7,1,0,141,P23652.1,9.26E-69
gene_752457|GeneMark.hmm|360_aa|-|40809|41891,0,1,2,1,3,0,2,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,3,0,0,0,3,0,4,3,4,0,0,4,3,1,0,0,4,0,4,0,0,3,0,0,360,Q32389.1,0
gene_752460|GeneMark.hmm|136_aa|-|45206|45616,0,2,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,4,0,0,0,3,0,1,0,0,0,0,0,136,P49481.1,2.19E-57
gene_752468|GeneMark.hmm|45_aa|+|51209|51346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,45,Q0P3K0.1,6.31E-08
gene_752470|GeneMark.hmm|83_aa|-|51873|52124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,1,1,1,0,0,1,2,0,0,0,2,0,2,0,0,2,0,0,83,A0T0A3.1,5.72E-53
gene_752472|GeneMark.hmm|172_aa|+|53699|54217,0,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,3,0,2,3,3,0,0,1,4,0,0,0,4,0,3,0,0,1,0,0,172,A0T0M6.1,1.99E-42
gene_757420|GeneMark.hmm|164_aa|+|461|955,0,2,0,2,1,2,2,2,3,3,0,2,2,2,2,1,1,2,2,3,2,2,2,2,4,4,2,0,1,2,1,2,2,2,3,1,2,1,0,3,2,0,3,2,4,4,3,3,164,P54144.1,8.07E-20
gene_761298|GeneMark.hmm|555_aa|-|6498|8165,0,7,6,2,0,0,6,2,9,10,0,1,2,1,4,1,3,6,8,5,2,0,5,8,8,10,1,0,1,0,0,3,4,0,2,0,9,5,2,2,8,0,1,1,8,4,11,5,555,Q2LPJ8.1,0
gene_761299|GeneMark.hmm|93_aa|-|8213|8494,0,3,0,0,0,0,5,0,2,1,0,0,0,0,1,1,1,3,1,0,3,0,3,2,3,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,2,0,0,93,Q6ARV5.1,2.14E-39
gene_761607|GeneMark.hmm|85_aa|-|665|922,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,B3S6Y0.1,9.76E-30
gene_764141|GeneMark.hmm|208_aa|-|3|626,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,208,Q50925.2,2.53E-110
gene_765596|GeneMark.hmm|51_aa|-|268|423,0,0,2,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,4,2,3,0,0,1,2,0,0,0,2,0,2,0,0,1,0,0,51,NA,NA
gene_767907|GeneMark.hmm|375_aa|-|4274|5401,4,1,2,3,1,0,2,1,1,3,2,1,1,1,3,0,0,3,3,1,0,1,3,2,5,5,1,3,1,0,2,3,3,0,2,1,3,2,1,1,2,2,1,1,2,2,5,1,375,A8LLG2.1,0
gene_768804|GeneMark.hmm|209_aa|-|15823|16452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,209,NA,NA
gene_772451|GeneMark.hmm|432_aa|-|1|1296,0,3,0,0,2,0,3,1,5,2,1,2,1,3,1,2,2,4,0,3,1,1,1,5,3,2,2,0,4,0,1,1,1,0,2,2,0,0,0,1,5,0,1,0,7,3,0,1,432,Q8A1G1.1,1.10E-38
gene_772522|GeneMark.hmm|292_aa|+|857|1735,0,0,1,2,2,0,4,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,2,1,0,0,0,6,0,3,0,0,2,0,0,292,Q9SBN4.1,1.82E-163
gene_773083|GeneMark.hmm|404_aa|-|6597|7811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,404,P50215.1,0
gene_77419|GeneMark.hmm|105_aa|-|5443|5760,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,2,2,0,0,0,2,0,2,0,0,1,0,0,105,Q40297.1,3.99E-06
gene_77420|GeneMark.hmm|80_aa|-|5862|6104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,80,NA,NA
gene_774696|GeneMark.hmm|183_aa|+|4487|5038,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,183,Q5UQF7.1,5.90E-06
gene_776007|GeneMark.hmm|109_aa|+|2|331,2,3,3,4,2,1,5,5,2,2,2,2,1,0,1,4,3,2,2,2,1,1,1,5,2,1,5,1,4,1,4,4,5,1,2,4,1,1,2,2,3,2,2,2,4,2,1,4,109,P0CG89.1,7.01E-64
gene_779868|GeneMark.hmm|159_aa|-|1023|1502,0,6,2,6,3,1,6,3,8,6,5,6,4,5,7,5,7,6,2,7,7,3,8,6,5,7,6,1,3,1,5,6,6,1,6,4,3,6,6,6,4,0,4,3,7,5,6,3,159,NA,NA
gene_779892|GeneMark.hmm|150_aa|-|3|452,0,0,1,7,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,4,7,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,150,P79818.2,1.86E-98
gene_783014|GeneMark.hmm|133_aa|-|305|706,0,2,4,3,5,0,4,3,0,1,1,0,1,1,1,0,1,3,4,0,1,1,1,0,4,1,0,1,3,1,4,4,4,0,0,4,4,0,0,0,3,0,4,1,0,4,0,0,133,Q42395.1,8.66E-05
gene_783788|GeneMark.hmm|358_aa|+|2|1078,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,358,Q8YSQ6.1,2.05E-68
gene_786574|GeneMark.hmm|137_aa|-|1007|1420,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,137,NA,NA
gene_794800|GeneMark.hmm|367_aa|+|43126|44229,0,1,2,2,0,0,2,1,1,2,1,1,0,1,4,0,1,1,1,1,2,0,1,1,3,3,0,0,1,0,1,2,3,0,2,0,1,3,1,1,1,0,1,1,2,2,2,1,367,Q5SK82.1,2.76E-31
gene_795748|GeneMark.hmm|342_aa|-|2|1027,3,4,2,3,1,0,1,1,1,7,1,1,1,1,2,0,0,3,3,1,0,1,2,2,6,9,1,1,1,0,1,8,7,0,2,1,4,2,1,1,3,1,1,1,2,6,6,1,342,A5CW32.1,0
gene_795813|GeneMark.hmm|113_aa|+|93|434,1,4,5,5,2,0,4,5,1,0,1,1,0,0,0,2,0,4,2,1,0,0,0,0,3,0,1,0,3,0,1,5,6,0,1,3,2,0,1,0,4,0,2,1,0,4,1,2,113,O97484.1,7.50E-77
gene_798197|GeneMark.hmm|70_aa|+|698|910,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,70,NA,NA
gene_799676|GeneMark.hmm|68_aa|-|1753|1959,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,68,P31692.1,1.71E-28
gene_800490|GeneMark.hmm|439_aa|-|11891|13210,0,2,0,0,0,0,1,0,3,0,1,0,0,2,2,1,1,3,0,2,1,0,1,4,1,2,0,0,0,0,0,1,1,0,1,0,1,1,2,1,3,0,1,0,5,3,3,1,439,Q8G3D4.1,7.94E-05
gene_804752|GeneMark.hmm|348_aa|+|1134|2180,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,348,O05252.2,5.45E-46
